PKI	PK	PMID	ACT_VALUE (uM)	ACT_TYPE	MoA
nintedanib	BTK	n/a	0.309029543251359	Kd	
nintedanib	CDK14	n/a	0.467735141287198	Kd	
nintedanib	CDK16	n/a	0.02089296130854	Kd	
nintedanib	CDK17	n/a	0.093325430079699	Kd	
nintedanib	CDK18	n/a	0.512861383991365	Kd	
nintedanib	CDK2	n/a	1.41253754462276	Kd	
nintedanib	CDK4	n/a	0.158489319246111	Kd	
nintedanib	CDK7	n/a	0.301995172040202	Kd	
nintedanib	CDKL2	n/a	1.28824955169314	Kd	
nintedanib	CHK1	n/a	0.288403150312661	Kd	
nintedanib	CLK1	n/a	0.008709635899561	Kd	
nintedanib	CLK2	n/a	0.758577575029183	Kd	
nintedanib	CLK4	n/a	0.0181970085861	Kd	
nintedanib	CSF1R	n/a	0.047863009232264	Kd	
nintedanib	CSK21	n/a	7.58577575029184	Kd	
nintedanib	CSK22	n/a	0.891250938133746	Kd	
nintedanib	DAPK2	n/a	3.23593656929628	Kd	
nintedanib	DAPK3	n/a	2.08929613085404	Kd	
nintedanib	DCLK1	n/a	0.537031796370253	Kd	
nintedanib	DCLK3	n/a	0.776247116628691	Kd	
nintedanib	DDR1	n/a	0.012022644346174	Kd	
nintedanib	DDR2	n/a	0.041686938347034	Kd	
nintedanib	DYR1B	n/a	1.58489319246111	Kd	
nintedanib	E2AK4	n/a	1.99526231496888	Kd	
nintedanib	EPHA1	n/a	1.20226443461741	Kd	
nintedanib	EPHA2	n/a	2.88403150312661	Kd	
nintedanib	EPHA3	n/a	8.51138038202376	Kd	
nintedanib	EPHA6	n/a	0.93325430079699	Kd	
nintedanib	EPHB1	n/a	0.549540873857625	Kd	
nintedanib	EPHB4	n/a	1.09647819614319	Kd	
nintedanib	EPHB6	n/a	0.141253754462276	Kd	
nintedanib	ERN1	n/a	1.99526231496888	Kd	
nintedanib	FAK1	n/a	0.208929613085404	Kd	
nintedanib	FAK2	n/a	0.08128305161641	Kd	
nintedanib	FER	n/a	0.072443596007499	Kd	
nintedanib	FES	n/a	1.20226443461741	Kd	
nintedanib	FGFR4	n/a	1.81970085860998	Kd	
nintedanib	FGR	n/a	0.301995172040202	Kd	
nintedanib	FLT3	n/a	0.00041686938347	Kd	
nintedanib	FRK	n/a	2.69153480392691	Kd	
nintedanib	FYN	n/a	0.630957344480193	Kd	
nintedanib	GRK4	n/a	0.016982436524618	Kd	
nintedanib	GRK7	n/a	1.20226443461741	Kd	
nintedanib	GSK3A	n/a	0.426579518801593	Kd	
nintedanib	GSK3B	n/a	0.083176377110267	Kd	
nintedanib	HCK	n/a	5.24807460249772	Kd	
nintedanib	HIPK1	n/a	1.28824955169314	Kd	
nintedanib	HIPK2	n/a	0.794328234724282	Kd	
nintedanib	HIPK3	n/a	0.851138038202376	Kd	
nintedanib	HIPK4	n/a	1.20226443461741	Kd	
nintedanib	ICK	n/a	1.69824365246175	Kd	
nintedanib	IGF1R	n/a	0.061659500186148	Kd	
nintedanib	IKKA	n/a	4.46683592150963	Kd	
nintedanib	IKKE	n/a	0.169824365246175	Kd	
nintedanib	INSR	n/a	0.023988329190195	Kd	
nintedanib	INSRR	n/a	0.02089296130854	Kd	
nintedanib	IRAK1	n/a	0.120226443461741	Kd	
nintedanib	IRAK3	n/a	5.24807460249772	Kd	
nintedanib	IRAK4	n/a	0.8128305161641	Kd	
nintedanib	ITK	n/a	0.208929613085404	Kd	
nintedanib	JAK1	n/a	0.004786300923226	Kd	
nintedanib	JAK2	n/a	0.014125375446228	Kd	
nintedanib	JAK3	n/a	0.008128305161641	Kd	
nintedanib	KC1D	n/a	1.28824955169314	Kd	
nintedanib	KC1E	n/a	0.229086765276777	Kd	
nintedanib	KCC1A	n/a	5.88843655355588	Kd	
nintedanib	KCC1D	n/a	2.18776162394955	Kd	
nintedanib	KCC1G	n/a	0.257039578276886	Kd	
nintedanib	KCC2A	n/a	3.63078054770101	Kd	
nintedanib	KCC4	n/a	3.71535229097173	Kd	
nintedanib	KGP1	n/a	0.014125375446228	Kd	
nintedanib	KIT	n/a	0.002691534803927	Kd	
nintedanib	KKCC1	n/a	0.630957344480193	Kd	
nintedanib	KKCC2	n/a	0.91201083935591	Kd	
nintedanib	KPCD1	n/a	1	Kd	
nintedanib	KPCD2	n/a	0.724435960074991	Kd	
nintedanib	KPCD3	n/a	0.645654229034655	Kd	
nintedanib	KPCT	n/a	5.49540873857625	Kd	
nintedanib	KS6A1	n/a	0.181970085860998	Kd	
nintedanib	KS6A2	n/a	0.057543993733716	Kd	
nintedanib	KS6A3	n/a	0.064565422903466	Kd	
nintedanib	KS6A4	n/a	0.616595001861482	Kd	
nintedanib	KS6A5	n/a	0.199526231496888	Kd	
nintedanib	KS6A6	n/a	0.229086765276777	Kd	
nintedanib	KS6B1	n/a	0.190546071796325	Kd	
nintedanib	LATS1	n/a	0.416869383470335	Kd	
nintedanib	LATS2	n/a	0.380189396320561	Kd	
nintedanib	LCK	n/a	0.006165950018615	Kd	
nintedanib	LRRK2	n/a	0.037153522909717	Kd	
nintedanib	LTK	n/a	0.151356124843621	Kd	
nintedanib	LYN	n/a	0.93325430079699	Kd	
nintedanib	M3K10	n/a	2.29086765276777	Kd	
nintedanib	M3K11	n/a	0.707945784384137	Kd	
nintedanib	M3K12	n/a	0.141253754462276	Kd	
nintedanib	M3K13	n/a	0.141253754462276	Kd	
nintedanib	M3K15	n/a	1.41253754462276	Kd	
nintedanib	M3K19	n/a	0.005248074602498	Kd	
nintedanib	M3K2	n/a	0.00933254300797	Kd	
nintedanib	M3K3	n/a	0.03388441561392	Kd	
nintedanib	M3K7	n/a	0.004073802778041	Kd	
nintedanib	M3K9	n/a	0.218776162394955	Kd	
nintedanib	M4K1	n/a	0.034673685045253	Kd	
nintedanib	M4K2	n/a	0.288403150312661	Kd	
nintedanib	M4K3	n/a	0.288403150312661	Kd	
nintedanib	M4K4	n/a	0.151356124843621	Kd	
nintedanib	M4K5	n/a	0.38904514499428	Kd	
nintedanib	MARK1	n/a	1.41253754462276	Kd	
nintedanib	MARK2	n/a	1.41253754462276	Kd	
nintedanib	MARK3	n/a	0.776247116628691	Kd	
nintedanib	MARK4	n/a	1.99526231496888	Kd	
nintedanib	MAST1	n/a	4.57088189614875	Kd	
nintedanib	MELK	n/a	0.004897788193684	Kd	
nintedanib	MERTK	n/a	0.008511380382024	Kd	
nintedanib	MET	n/a	0.199526231496888	Kd	
nintedanib	MINK1	n/a	0.08128305161641	Kd	
nintedanib	MK07	n/a	2.51188643150958	Kd	
nintedanib	MK08	n/a	0.630957344480193	Kd	
nintedanib	MK10	n/a	0.269153480392691	Kd	
nintedanib	MP2K1	n/a	0.01	Kd	
nintedanib	MP2K2	n/a	0.041686938347034	Kd	
nintedanib	MP2K3	n/a	2.08929613085404	Kd	
nintedanib	MP2K4	n/a	3.71535229097173	Kd	
nintedanib	MP2K5	n/a	0.00181970085861	Kd	
nintedanib	MUSK	n/a	0.588843655355588	Kd	
nintedanib	MYLK	n/a	0.288403150312661	Kd	
nintedanib	MYLK2	n/a	3.98107170553497	Kd	
nintedanib	MYLK3	n/a	0.109647819614318	Kd	
nintedanib	MYLK4	n/a	0.436515832240166	Kd	
nintedanib	MYO3B	n/a	2.69153480392691	Kd	
nintedanib	NTRK1	n/a	0.00446683592151	Kd	
nintedanib	NTRK2	n/a	0.019054607179633	Kd	
nintedanib	NTRK3	n/a	0.032359365692963	Kd	
nintedanib	NUAK1	n/a	0.158489319246111	Kd	
nintedanib	NUAK2	n/a	0.02089296130854	Kd	
nintedanib	OXSR1	n/a	1.28824955169314	Kd	
nintedanib	PAK2	n/a	3.31131121482591	Kd	
nintedanib	PAK3	n/a	0.208929613085404	Kd	
nintedanib	PAK4	n/a	3.01995172040202	Kd	
nintedanib	PAK5	n/a	1.28824955169314	Kd	
nintedanib	PDPK1	n/a	2.81838293126445	Kd	
nintedanib	PGFRA	n/a	0.017999995165468	IC50	
nintedanib	PGFRB	n/a	0.015135612484362	Kd	
nintedanib	PHKG1	n/a	0.141253754462276	Kd	
nintedanib	PHKG2	n/a	0.257039578276886	Kd	
nintedanib	PI42B	n/a	0.016982436524618	Kd	
nintedanib	PI51A	n/a	0.048977881936845	Kd	
nintedanib	PKN1	n/a	0.741310241300918	Kd	
nintedanib	PKN2	n/a	1.41253754462276	Kd	
nintedanib	PLK4	n/a	0.052480746024977	Kd	
nintedanib	PRP4B	n/a	0.008317637711027	Kd	
nintedanib	RET	n/a	0.009549925860214	Kd	
nintedanib	RIOK1	n/a	0.022908676527678	Kd	
nintedanib	RIOK3	n/a	0.03630780547701	Kd	
nintedanib	RIPK1	n/a	0.239883291901949	Kd	
nintedanib	RIPK4	n/a	0.436515832240166	Kd	
nintedanib	RK	n/a	1	Kd	
nintedanib	ROS1	n/a	3.71535229097173	Kd	
nintedanib	SBK1	n/a	0.109647819614318	Kd	
nintedanib	SBK3	n/a	1.99526231496888	Kd	
nintedanib	SGK3	n/a	1	Kd	
nintedanib	SIK1	n/a	0.676082975391982	Kd	
nintedanib	SIK2	n/a	0.281838293126445	Kd	
nintedanib	SLK	n/a	0.051286138399137	Kd	
nintedanib	SRC	n/a	0.575439937337157	Kd	
nintedanib	SRPK1	n/a	0.037153522909717	Kd	
nintedanib	SRPK2	n/a	0.03630780547701	Kd	
nintedanib	SRPK3	n/a	0.012022644346174	Kd	
nintedanib	ST17A	n/a	0.109647819614318	Kd	
nintedanib	ST17B	n/a	0.676082975391982	Kd	
nintedanib	STK10	n/a	0.087096358995608	Kd	
nintedanib	STK11	n/a	0.0181970085861	Kd	
nintedanib	STK16	n/a	0.0181970085861	Kd	
nintedanib	STK24	n/a	0.109647819614318	Kd	
nintedanib	STK26	n/a	0.048977881936845	Kd	
nintedanib	STK3	n/a	0.038018939632056	Kd	
nintedanib	STK33	n/a	1.09647819614319	Kd	
nintedanib	STK35	n/a	0.8128305161641	Kd	
nintedanib	STK39	n/a	0.524807460249772	Kd	
nintedanib	STK4	n/a	0.008912509381337	Kd	
nintedanib	TBK1	n/a	0.151356124843621	Kd	
nintedanib	TGFR1	n/a	4.16869383470335	Kd	
nintedanib	TIE1	n/a	2.18776162394955	Kd	
nintedanib	TIE2	n/a	1.41253754462276	Kd	
nintedanib	TNIK	n/a	0.052480746024977	Kd	
nintedanib	TNK1	n/a	0.208929613085404	Kd	
nintedanib	TSSK1	n/a	6.16595001861482	Kd	
nintedanib	TTK	n/a	0.021877616239496	Kd	
nintedanib	TXK	n/a	0.851138038202376	Kd	
nintedanib	TYK2	n/a	0.037153522909717	Kd	
nintedanib	TYRO3	n/a	4.89778819368447	Kd	
nintedanib	UFO	n/a	0.012022644346174	Kd	
nintedanib	ULK1	n/a	0.338844156139203	Kd	
nintedanib	ULK2	n/a	0.380189396320561	Kd	
nintedanib	ULK3	n/a	0.060255958607436	Kd	
nintedanib	VGFR1	n/a	0.104000056913751	IC50	
nintedanib	VGFR2	n/a	0.004999998119564	IC50	
nintedanib	VGFR3	n/a	0.004999998119564	IC50	
nintedanib	WEE1	n/a	2.88403150312661	Kd	
nintedanib	YES	n/a	0.079432823472428	Kd	
nintedanib	ZAP70	n/a	3.46736850452532	Kd	
olaratumab	PGFRA	n/a	3.98107170553497E-05	Kd	
osimertinib	INSR	n/a	0.912010919463891	IC50	
palbociclib	CDK9	n/a	0.794328234724282	IC50	
palbociclib	DYR1A	n/a	2.00000075217457	IC50	
palbociclib	FLT3	n/a	3.46736850452532	IC50	
palbociclib	JAK3	n/a	0.063095734448019	IC50	
palbociclib	KS6A1	n/a	8.00000024242803	IC50	
pazopanib	AAK1	n/a	2.88403150312661	Kd	
pazopanib	ABL1	n/a	0.380189396320561	Kd	
pazopanib	ABL2	n/a	3.01995172040202	Kd	
pazopanib	ALK	n/a	2.18776162394955	Kd	
pazopanib	AURKA	n/a	7.07945784384137	Kd	
pazopanib	AURKC	n/a	0.758577575029183	Kd	
pazopanib	AVR2B	n/a	2.39883291901949	Kd	
pazopanib	BLK	n/a	2.57039578276887	Kd	
pazopanib	BMP2K	n/a	8.70963589956081	Kd	
pazopanib	BMR1B	n/a	1	Kd	
pazopanib	BRAF	n/a	0.426579518801593	Kd	
pazopanib	CD11A	n/a	1.28824955169314	Kd	
pazopanib	CD11B	n/a	2.08929613085404	Kd	
pazopanib	CDK16	n/a	1.20226443461741	Kd	
pazopanib	DDR1	n/a	0.057543993733716	Kd	
pazopanib	DDR2	n/a	0.097723722095581	Kd	
pazopanib	E2AK2	n/a	1.90546071796325	Kd	
pazopanib	EPHB6	n/a	0.08128305161641	Kd	
pazopanib	FER	n/a	2.69153480392691	Kd	
pazopanib	FES	n/a	1.41253754462276	Kd	
pazopanib	FGFR4	n/a	2.81838293126445	Kd	
pazopanib	FGR	n/a	1.58489319246111	Kd	
pazopanib	FLT3	n/a	0.741310241300918	Kd	
pazopanib	FRK	n/a	0.758577575029183	Kd	
pazopanib	FYN	n/a	2.69153480392691	Kd	
pazopanib	GAK	n/a	0.199526231496888	Kd	
pazopanib	HCK	n/a	5.75439937337157	Kd	
pazopanib	IRAK1	n/a	5.88843655355588	Kd	
pazopanib	IRAK3	n/a	0.794328234724282	Kd	
pazopanib	JAK2	n/a	1.69824365246175	Kd	
pazopanib	JAK3	n/a	6.91830970918936	Kd	
pazopanib	KCC1A	n/a	2.08929613085404	Kd	
pazopanib	KCC1G	n/a	3.71535229097173	Kd	
pazopanib	KSYK	n/a	4.67735141287198	Kd	
pazopanib	LIMK1	n/a	0.724435960074991	Kd	
pazopanib	LIMK2	n/a	0.38904514499428	Kd	
pazopanib	LTK	n/a	6.76082975391982	Kd	
pazopanib	LYN	n/a	0.891250938133746	Kd	
pazopanib	M3K1	n/a	2.88403150312661	Kd	
pazopanib	M3K10	n/a	2.08929613085404	Kd	
pazopanib	M3K11	n/a	0.741310241300918	Kd	
pazopanib	M3K19	n/a	0.93325430079699	Kd	
pazopanib	M3K2	n/a	0.288403150312661	Kd	
pazopanib	M3K9	n/a	0.288403150312661	Kd	
pazopanib	M4K1	n/a	0.758577575029183	Kd	
pazopanib	M4K2	n/a	2.69153480392691	Kd	
pazopanib	M4K3	n/a	1.58489319246111	Kd	
pazopanib	M4K4	n/a	2.18776162394955	Kd	
pazopanib	M4K5	n/a	3.01995172040202	Kd	
pazopanib	MARK3	n/a	3.98107170553497	Kd	
pazopanib	MERTK	n/a	3.31131121482591	Kd	
pazopanib	MET	n/a	1.99526231496888	Kd	
pazopanib	MK08	n/a	1.99526231496888	Kd	
pazopanib	MK10	n/a	1.90546071796325	Kd	
pazopanib	MP2K4	n/a	0.588843655355588	Kd	
pazopanib	MP2K5	n/a	0.478630092322638	Kd	
pazopanib	MP2K6	n/a	4.07380277804113	Kd	
pazopanib	MYLK2	n/a	1.99526231496888	Kd	
pazopanib	NEK2	n/a	0.977237220955811	Kd	
pazopanib	NEK5	n/a	7.24435960074991	Kd	
pazopanib	NLK	n/a	4.36515832240166	Kd	
pazopanib	PGFRA	n/a	0.004897788193684	Kd	
pazopanib	PGFRB	n/a	0.001995262314969	Kd	
pazopanib	PI42C	n/a	0.281838293126445	Kd	
pazopanib	PI4KB	n/a	0.954992586021437	Kd	
pazopanib	PI51C	n/a	1.90546071796325	Kd	
pazopanib	PLK4	n/a	0.288403150312661	Kd	
pazopanib	PTK6	n/a	2.29086765276777	Kd	
pazopanib	RAF1	n/a	0.891250938133746	Kd	
pazopanib	RET	n/a	0.269153480392691	Kd	
pazopanib	RIOK2	n/a	0.616595001861482	Kd	
pazopanib	RIPK1	n/a	0.257039578276886	Kd	
pazopanib	RIPK2	n/a	0.575439937337157	Kd	
pazopanib	ROS1	n/a	0.91201083935591	Kd	
pazopanib	SIK1	n/a	2.18776162394955	Kd	
pazopanib	SIK2	n/a	7.24435960074991	Kd	
pazopanib	SLK	n/a	0.239883291901949	Kd	
pazopanib	SRC	n/a	2.81838293126445	Kd	
pazopanib	SRMS	n/a	2.51188643150958	Kd	
pazopanib	STK10	n/a	0.083176377110267	Kd	
pazopanib	STK16	n/a	0.363078054770101	Kd	
pazopanib	STK36	n/a	0.467735141287198	Kd	
pazopanib	TAOK1	n/a	0.239883291901949	Kd	
pazopanib	TAOK2	n/a	1.81970085860998	Kd	
pazopanib	TAOK3	n/a	0.044668359215096	Kd	
pazopanib	TGFR2	n/a	3.01995172040202	Kd	
pazopanib	TIE1	n/a	0.707945784384137	Kd	
pazopanib	TIE2	n/a	3.31131121482591	Kd	
pazopanib	TNIK	n/a	0.309029543251359	Kd	
pazopanib	TNK1	n/a	0.977237220955811	Kd	
pazopanib	TTK	n/a	0.151356124843621	Kd	
pazopanib	TXK	n/a	2.57039578276887	Kd	
pazopanib	TYK2	n/a	3.38844156139203	Kd	
pazopanib	VGFR1	n/a	0.014125375446228	Kd	
pazopanib	VGFR2	n/a	0.014125375446228	Kd	
pazopanib	VGFR3	n/a	0.026915348039269	Kd	
pazopanib	YES	n/a	5.01187233627272	Kd	
pemigatinib	FGFR4	n/a	0.03019951720402	IC50	
ponatinib	CDK19	n/a	0.012022644346174	Kd	
ponatinib	CDK8	n/a	0.00676082975392	Kd	
ponatinib	CSK	n/a	0.005400005702489	IC50	
ponatinib	FGFR1	n/a	0.002199999009807	IC50	
ponatinib	FLT3	n/a	0.00030199517204	IC50	
ponatinib	KIT	n/a	0.012499999621206	IC50	
ponatinib	LYN	n/a	0.000239999798157	IC50	
ponatinib	PGFRA	n/a	0.001099999091208	IC50	
ponatinib	RET	n/a	0.025703948796692	IC50	
ponatinib	VGFR2	n/a	0.001499999775834	IC50	
ramucirumab	VGFR2	n/a	5.01187233627272E-05	Kd	
regorafenib	VGFR2	n/a	0.012589254117942	IC50	
ruxolitinib	AAK1	n/a	0.120226443461741	Kd	
ruxolitinib	ABL1	n/a	1.09647819614319	Kd	
ruxolitinib	ACK1	n/a	2.57039578276887	Kd	
ruxolitinib	ALK	n/a	1.51356124843621	Kd	
ruxolitinib	ANKK1	n/a	0.38904514499428	Kd	
ruxolitinib	AURKC	n/a	8.70963589956081	Kd	
ruxolitinib	BMP2K	n/a	0.208929613085404	Kd	
ruxolitinib	BMPR2	n/a	0.93325430079699	Kd	
ruxolitinib	BMR1B	n/a	1.81970085860998	Kd	
ruxolitinib	BRAF	n/a	2.18776162394955	Kd	
ruxolitinib	CDK7	n/a	3.31131121482591	Kd	
ruxolitinib	CLK2	n/a	0.457088189614875	Kd	
ruxolitinib	CLK4	n/a	1.69824365246175	Kd	
ruxolitinib	CSK21	n/a	4.16869383470335	Kd	
ruxolitinib	CSK22	n/a	3.31131121482591	Kd	
ruxolitinib	CSKP	n/a	1.51356124843621	Kd	
ruxolitinib	DAPK1	n/a	0.072443596007499	Kd	
ruxolitinib	DAPK2	n/a	0.097723722095581	Kd	
ruxolitinib	DAPK3	n/a	0.089125093813375	Kd	
ruxolitinib	DCLK1	n/a	0.067608297539198	Kd	
ruxolitinib	DCLK2	n/a	0.758577575029183	Kd	
ruxolitinib	DCLK3	n/a	0.257039578276886	Kd	
ruxolitinib	DMPK	n/a	3.46736850452532	Kd	
ruxolitinib	DYR1A	n/a	0.91201083935591	Kd	
ruxolitinib	DYRK2	n/a	3.71535229097173	Kd	
ruxolitinib	EPHA3	n/a	6.16595001861482	Kd	
ruxolitinib	EPHB6	n/a	3.09029543251359	Kd	
ruxolitinib	ERN1	n/a	2.51188643150958	Kd	
ruxolitinib	GAK	n/a	0.1	Kd	
ruxolitinib	GRK4	n/a	6.16595001861482	Kd	
ruxolitinib	GRK7	n/a	0.537031796370253	Kd	
ruxolitinib	HIPK1	n/a	1.20226443461741	Kd	
ruxolitinib	HIPK2	n/a	1	Kd	
ruxolitinib	HIPK3	n/a	1.20226443461741	Kd	
ruxolitinib	IKKB	n/a	2.29086765276777	Kd	
ruxolitinib	IKKE	n/a	1.20226443461741	Kd	
ruxolitinib	IRAK1	n/a	0.288403150312661	Kd	
ruxolitinib	JAK3	n/a	0.001995262314969	Kd	
ruxolitinib	KC1A	n/a	1.81970085860998	Kd	
ruxolitinib	KCC1A	n/a	0.467735141287198	Kd	
ruxolitinib	KCC1D	n/a	0.120226443461741	Kd	
ruxolitinib	KCC1G	n/a	2.18776162394955	Kd	
ruxolitinib	KCC2A	n/a	0.045708818961488	Kd	
ruxolitinib	KCC2B	n/a	0.309029543251359	Kd	
ruxolitinib	KCC2D	n/a	0.089125093813375	Kd	
ruxolitinib	KCC2G	n/a	0.1	Kd	
ruxolitinib	KGP2	n/a	0.691830970918936	Kd	
ruxolitinib	KIT	n/a	6.30957344480193	Kd	
ruxolitinib	KPCE	n/a	0.524807460249772	Kd	
ruxolitinib	KS6A1	n/a	0.120226443461741	Kd	
ruxolitinib	KS6A2	n/a	0.151356124843621	Kd	
ruxolitinib	KS6A4	n/a	0.338844156139203	Kd	
ruxolitinib	KS6A5	n/a	0.141253754462276	Kd	
ruxolitinib	KS6A6	n/a	0.151356124843621	Kd	
ruxolitinib	LRRK2	n/a	0.089125093813375	Kd	
ruxolitinib	LTK	n/a	0.436515832240166	Kd	
ruxolitinib	M3K1	n/a	4.16869383470335	Kd	
ruxolitinib	M3K15	n/a	1.09647819614319	Kd	
ruxolitinib	M3K19	n/a	0.269153480392691	Kd	
ruxolitinib	M3K2	n/a	0.040738027780411	Kd	
ruxolitinib	M3K3	n/a	0.151356124843621	Kd	
ruxolitinib	M3K7	n/a	0.724435960074991	Kd	
ruxolitinib	M4K2	n/a	1.99526231496888	Kd	
ruxolitinib	MARK2	n/a	0.660693448007596	Kd	
ruxolitinib	MAST1	n/a	0.524807460249772	Kd	
ruxolitinib	MELK	n/a	2.18776162394955	Kd	
ruxolitinib	MK08	n/a	4.78630092322638	Kd	
ruxolitinib	MKNK2	n/a	0.199526231496888	Kd	
ruxolitinib	MP2K1	n/a	1.90546071796325	Kd	
ruxolitinib	MP2K2	n/a	3.98107170553497	Kd	
ruxolitinib	MP2K3	n/a	0.467735141287198	Kd	
ruxolitinib	MP2K4	n/a	1.81970085860998	Kd	
ruxolitinib	MYLK	n/a	0.363078054770101	Kd	
ruxolitinib	NEK3	n/a	1.09647819614319	Kd	
ruxolitinib	NEK7	n/a	4.89778819368447	Kd	
ruxolitinib	NTRK1	n/a	1.51356124843621	Kd	
ruxolitinib	NTRK2	n/a	0.363078054770101	Kd	
ruxolitinib	NTRK3	n/a	0.331131121482591	Kd	
ruxolitinib	NUAK2	n/a	0.323593656929628	Kd	
ruxolitinib	OXSR1	n/a	2.69153480392691	Kd	
ruxolitinib	PAK4	n/a	1.58489319246111	Kd	
ruxolitinib	PAK5	n/a	1.28824955169314	Kd	
ruxolitinib	PAK6	n/a	2.88403150312661	Kd	
ruxolitinib	PHKG1	n/a	5.75439937337157	Kd	
ruxolitinib	PHKG2	n/a	1	Kd	
ruxolitinib	PI4KB	n/a	3.38844156139203	Kd	
ruxolitinib	PLK1	n/a	0.128824955169314	Kd	
ruxolitinib	PLK2	n/a	1.51356124843621	Kd	
ruxolitinib	PLK3	n/a	0.707945784384137	Kd	
ruxolitinib	PLK4	n/a	0.199526231496888	Kd	
ruxolitinib	RET	n/a	0.190546071796325	Kd	
ruxolitinib	RIOK1	n/a	2.51188643150958	Kd	
ruxolitinib	RIOK2	n/a	1.20226443461741	Kd	
ruxolitinib	RIOK3	n/a	1.99526231496888	Kd	
ruxolitinib	RIPK4	n/a	2.08929613085404	Kd	
ruxolitinib	RK	n/a	0.724435960074991	Kd	
ruxolitinib	ROCK1	n/a	0.060255958607436	Kd	
ruxolitinib	ROCK2	n/a	0.052480746024977	Kd	
ruxolitinib	SBK1	n/a	1.28824955169314	Kd	
ruxolitinib	SBK3	n/a	5.75439937337157	Kd	
ruxolitinib	SIK3	n/a	1.28824955169314	Kd	
ruxolitinib	SRPK1	n/a	2.08929613085404	Kd	
ruxolitinib	SRPK3	n/a	3.31131121482591	Kd	
ruxolitinib	ST17A	n/a	6.16595001861482	Kd	
ruxolitinib	ST17B	n/a	3.46736850452532	Kd	
ruxolitinib	STK16	n/a	0.489778819368447	Kd	
ruxolitinib	STK25	n/a	6.30957344480193	Kd	
ruxolitinib	STK26	n/a	3.09029543251359	Kd	
ruxolitinib	STK39	n/a	1.90546071796325	Kd	
ruxolitinib	TAOK1	n/a	1.28824955169314	Kd	
ruxolitinib	TAOK2	n/a	0.309029543251359	Kd	
ruxolitinib	TAOK3	n/a	0.588843655355588	Kd	
ruxolitinib	TBK1	n/a	1.69824365246175	Kd	
ruxolitinib	TTK	n/a	0.478630092322638	Kd	
ruxolitinib	TYK2	n/a	0.000501187233627	Ki	
ruxolitinib	ULK1	n/a	0.301995172040202	Kd	
ruxolitinib	ULK2	n/a	0.190546071796325	Kd	
ruxolitinib	ULK3	n/a	2.39883291901949	Kd	
ruxolitinib	VRK2	n/a	3.98107170553497	Kd	
selumetinib	MP2K1	n/a	0.014125375446228	IC50	
selumetinib	MP2K2	n/a	0.014125375446228	IC50	
sorafenib	ABL1	n/a	0.128824955169314	Kd	
sorafenib	ABL2	n/a	1.28824955169314	Kd	
sorafenib	AURKA	n/a	3.80189396320561	IC50	
sorafenib	AURKB	n/a	0.436515832240166	Kd	
sorafenib	AURKC	n/a	0.208929613085404	Kd	
sorafenib	CDK14	n/a	2.88403150312661	Kd	
sorafenib	CDK15	n/a	2.88403150312661	Kd	
sorafenib	CDK17	n/a	1.58489319246111	Kd	
sorafenib	CDK19	n/a	0.251188643150958	Kd	
sorafenib	CDK2	n/a	8.70963589956081	Kd	
sorafenib	CDK3	n/a	3.80189396320561	Kd	
sorafenib	CDK5	n/a	6.16595001861482	Kd	
sorafenib	CDK7	n/a	0.141253754462276	Kd	
sorafenib	CDK8	n/a	0.309029543251359	Kd	
sorafenib	CDKL2	n/a	0.128824955169314	Kd	
sorafenib	CDKL3	n/a	0.489778819368447	Kd	
sorafenib	CLK1	n/a	7.58577575029184	Kd	
sorafenib	CSF1R	n/a	0.028183829312645	Kd	
sorafenib	CSK	n/a	2.88403150312661	Kd	
sorafenib	CTRO	n/a	6.16595001861482	Kd	
sorafenib	DDR1	n/a	0.001513561248436	Kd	
sorafenib	DDR2	n/a	0.006606934480076	Kd	
sorafenib	EPHA1	n/a	3.09029543251359	Kd	
sorafenib	EPHA2	n/a	1.99526231496888	Kd	
sorafenib	EPHA3	n/a	1.90546071796325	Kd	
sorafenib	EPHA4	n/a	1.28824955169314	Kd	
sorafenib	EPHA5	n/a	0.363078054770101	Kd	
sorafenib	EPHA6	n/a	0.239883291901949	Kd	
sorafenib	EPHA7	n/a	0.676082975391982	Kd	
sorafenib	EPHA8	n/a	0.954992586021437	Kd	
sorafenib	EPHB1	n/a	1.69824365246175	Kd	
sorafenib	EPHB2	n/a	1.90546071796325	Kd	
sorafenib	EPHB4	n/a	1.81970085860998	Kd	
sorafenib	EPHB6	n/a	0.239883291901949	Kd	
sorafenib	FGFR2	n/a	2.69153480392691	Kd	
sorafenib	FGFR3	n/a	4.16869383470335	Kd	
sorafenib	FGR	n/a	7.76247116628691	Kd	
sorafenib	FRK	n/a	0.436515832240166	Kd	
sorafenib	FYN	n/a	8.31763771102671	Kd	
sorafenib	HCK	n/a	8.51138038202376	Kd	
sorafenib	HIPK1	n/a	1.09647819614319	Kd	
sorafenib	HIPK2	n/a	1.69824365246175	Kd	
sorafenib	HIPK3	n/a	0.38904514499428	Kd	
sorafenib	HIPK4	n/a	0.002691534803927	Kd	
sorafenib	INSR	n/a	5.24807460249772	IC50	
sorafenib	JAK3	n/a	7.24435960074991	Kd	
sorafenib	KC1A	n/a	0.251188643150958	IC50	
sorafenib	KS6A6	n/a	7.58577575029184	Kd	
sorafenib	LCK	n/a	2.69153480392691	Kd	
sorafenib	LIMK1	n/a	1.58489319246111	Kd	
