Sym	Name	UniProt	Description	GeneID	STRING ID	TDL	DTO_Lvl3	DTO_Lvl4	DTO_Lvl5	DTO_Lvl6	mouse_symbol	support	support_count	confidence	Subcell_Location
MAPK15	MK15_HUMAN	Q8TD08	Mitogen-activated protein kinase 15	225689	ENSP00000337691	Tchem	protein kinase	CMGC group	MAPK family	Erk7 subfamily	Mapk15	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,NCBI,OMA,Panther,OrthoDB	11	good	Nucleoplasm| Cytosol| Cell Junctions
MAPK3	MK03_HUMAN	P27361	Mitogen-activated protein kinase 3	5595	ENSP00000263025	Tchem	protein kinase	CMGC group	MAPK family	ERK subfamily	Mapk3	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Nucleoplasm
MAPK4	MK04_HUMAN	P31152	Mitogen-activated protein kinase 4	5596	ENSP00000383234	Tbio	protein kinase	CMGC group	MAPK family	ERK subfamily	Mapk4	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,Panther,OrthoDB	11	good	Cytosol| Nucleoplasm| Nucleus
MAPK6	MK06_HUMAN	Q16659	Mitogen-activated protein kinase 6	5597	ENSP00000261845	Tbio	protein kinase	CMGC group	MAPK family	ERK subfamily	Mapk6	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Cytosol
MAPK7	MK07_HUMAN	Q13164	Mitogen-activated protein kinase 7	5598	ENSP00000311005	Tchem	protein kinase	CMGC group	MAPK family	ERK subfamily	Mapk7	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Nucleus| Cytosol
MAPK8	MK08_HUMAN	P45983	Mitogen-activated protein kinase 8	5599	ENSP00000378974	Tchem	protein kinase	CMGC group	MAPK family	JNK subfamily	Mapk8	HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,NCBI,OMA,Panther,OrthoDB	10	good	Cytosol| Mitochondria| Nucleoplasm| Nucleus
MAPK9	MK09_HUMAN	P45984	Mitogen-activated protein kinase 9	5601	ENSP00000394560	Tchem	protein kinase	CMGC group	MAPK family	JNK subfamily	Mapk9	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Cytosol| Mitochondria| Nucleoplasm| Nucleus
MAPKAPK2	MAPK2_HUMAN	P49137	MAP kinase-activated protein kinase 2	9261	ENSP00000356070	Tchem	protein kinase	CAMK group	MAPKAPK family	MAPKAPK subfamily	Mapkapk2	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Nucleoplasm| Centrosome
MAPKAPK3	MAPK3_HUMAN	Q16644	MAP kinase-activated protein kinase 3	7867	ENSP00000396467	Tchem	protein kinase	CAMK group	MAPKAPK family	MAPKAPK subfamily	Mapkapk3	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Nucleoplasm
MAPKAPK5	MAPK5_HUMAN	Q8IW41	MAP kinase-activated protein kinase 5	8550	ENSP00000449381	Tchem	protein kinase	CAMK group	MAPKAPK family	MAPKAPK subfamily	Mapkapk5	Inparanoid,HomoloGene,HGNC,PhylomeDB,Ensembl,NCBI,OMA,Panther,OrthoDB	9	good	Nucleoplasm| Cytosol
MARK1	MARK1_HUMAN	Q9P0L2	Serine/threonine-protein kinase MARK1	4139	ENSP00000483424	Tchem	protein kinase	CAMK group	CAMKL family	MARK subfamily	Mark1	Inparanoid,HomoloGene,HGNC,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,Panther,OrthoDB	10	good	Cytoskeleton| Microtubules| Plasma membrane
MARK2	MARK2_HUMAN	Q7KZI7	Serine/threonine-protein kinase MARK2	2011	ENSP00000385751	Tchem	protein kinase	CAMK group	CAMKL family	MARK subfamily	Mark2	Inparanoid,HomoloGene,HGNC,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,Panther,OrthoDB	10	good	Plasma membrane| Nucleoplasm
MARK3	MARK3_HUMAN	P27448	MAP/microtubule affinity-regulating kinase 3	4140	ENSP00000411397	Tchem	protein kinase	CAMK group	CAMKL family	MARK subfamily	Mark3	HomoloGene,HGNC,PhylomeDB,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	10	good	Nuclear membrane
MARK4	MARK4_HUMAN	Q96L34	MAP/microtubule affinity-regulating kinase 4	57787	ENSP00000262891	Tchem	protein kinase	CAMK group	CAMKL family	MARK subfamily	Mark4	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Cytosol
MAST1	MAST1_HUMAN	Q9Y2H9	Microtubule-associated serine/threonine-protein kinase 1	22983	ENSP00000251472	Tchem	protein kinase	AGC group	MAST family		Mast1	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Vesicles
MAST2	MAST2_HUMAN	Q6P0Q8	Microtubule-associated serine/threonine-protein kinase 2	23139	ENSP00000354671	Tbio	protein kinase	AGC group	MAST family		Mast2	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Cytosol
MAST3	MAST3_HUMAN	O60307	Microtubule-associated serine/threonine-protein kinase 3	23031	ENSP00000262811	Tchem	protein kinase	AGC group	MAST family		Mast3	Inparanoid,HomoloGene,HGNC,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	10	good	Nuclear speckles
MAST4	MAST4_HUMAN	O15021	Microtubule-associated serine/threonine-protein kinase 4	375449	ENSP00000385727	Tbio	protein kinase	AGC group	MAST family		Mast4	Inparanoid,HomoloGene,HGNC,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	11	good	Nucleoplasm| Cytosol
MASTL	GWL_HUMAN	Q96GX5	Serine/threonine-protein kinase greatwall	84930	ENSP00000365107	Tbio	protein kinase	AGC group	MAST family		Mastl	Inparanoid,HomoloGene,HGNC,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	11	good	Nucleoplasm
MATK	MATK_HUMAN	P42679	Megakaryocyte-associated tyrosine-protein kinase	4145	ENSP00000378485	Tchem	protein kinase	TK group	CSK family		Matk	Inparanoid,HomoloGene,HGNC,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	10	good	Cytosol| Plasma membrane
MELK	MELK_HUMAN	Q14680	Maternal embryonic leucine zipper kinase	9833	ENSP00000298048	Tchem	protein kinase	CAMK group	CAMKL family	MELK subfamily	Melk	Inparanoid,HomoloGene,HGNC,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,Panther,OrthoDB	10	good	Nucleus| Plasma membrane
MERTK	MERTK_HUMAN	Q12866	Tyrosine-protein kinase Mer	10461	ENSP00000295408	Tchem	protein kinase	TK group	AXL family		Mertk	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Plasma membrane| Endoplasmic Reticulum| Cytosol
MET	MET_HUMAN	P08581	Hepatocyte growth factor receptor	4233	ENSP00000317272	Tclin	protein kinase	TK group	MET family		Met	Inparanoid,HomoloGene,HGNC,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	11	good	Cytosol| Plasma membrane
MINK1	MINK1_HUMAN	Q8N4C8	Misshapen-like kinase 1	50488	ENSP00000347427	Tchem	protein kinase	STE group	STE20 family	MSN subfamily	Mink1	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Cell Junctions| Cytosol| Golgi apparatus| Plasma membrane| Vesicles
MKNK1	MKNK1_HUMAN	Q9BUB5	MAP kinase-interacting serine/threonine-protein kinase 1	8569	ENSP00000361014	Tchem	protein kinase	CAMK group	MAPKAPK family	MNK subfamily	Mknk1	Inparanoid,HomoloGene,HGNC,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther	9	good	Nucleoplasm
MKNK2	MKNK2_HUMAN	Q9HBH9	MAP kinase-interacting serine/threonine-protein kinase 2	2872	ENSP00000250896	Tchem	protein kinase	CAMK group	MAPKAPK family	MNK subfamily	Mknk2	Inparanoid,HomoloGene,HGNC,PhylomeDB,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	11	good	Nucleus| Nucleoli| Nuclear bodies
MLKL	MLKL_HUMAN	Q8NB16	Mixed lineage kinase domain-like protein	197259	ENSP00000308351	Tchem	protein kinase	TKL group	TKL-UNIQUE family		Mlkl	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Cytosol| Plasma membrane
MOK	MOK_HUMAN	Q9UQ07	MAPK/MAK/MRK overlapping kinase	5891	ENSP00000355304	Tbio	protein kinase	CMGC group	RCK family		Mok	Inparanoid,HomoloGene,HGNC,PhylomeDB,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	11	good	Endoplasmic Reticulum
MOS	MOS_HUMAN	P00540	Proto-oncogene serine/threonine-protein kinase mos	4342	ENSP00000310722	Tbio	protein kinase	other group	MOS family		Mos	Inparanoid,HomoloGene,HGNC,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	11	good	Cytosol
MST1R	RON_HUMAN	Q04912	Macrophage-stimulating protein receptor	4486	ENSP00000296474	Tchem	protein kinase	TK group	MET family		Mst1r	Inparanoid,HomoloGene,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	10	good	Cytosol
MTOR	MTOR_HUMAN	P42345	Serine/threonine-protein kinase mTOR	2475	ENSP00000354558	Tclin	protein kinase	Atypical group	PIKK family	FRAP subfamily	Mtor	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Vesicles| Cytosol
MUSK	MUSK_HUMAN	O15146	Muscle, skeletal receptor tyrosine-protein kinase	4593	ENSP00000363571	Tchem	protein kinase	TK group	MUSK family		Musk	Inparanoid,HomoloGene,HGNC,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	11	good	Plasma membrane
MYLK	MYLK_HUMAN	Q15746	Myosin light chain kinase, smooth muscle	4638	ENSP00000353452	Tchem	protein kinase	CAMK group	MLCK family		Mylk	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Cytosol
MYLK2	MYLK2_HUMAN	Q9H1R3	Myosin light chain kinase 2, skeletal/cardiac muscle	85366	ENSP00000365162	Tchem	protein kinase	CAMK group	MLCK family		Mylk2	Inparanoid,HomoloGene,HGNC,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	10	good	Endoplasmic Reticulum
MYLK3	MYLK3_HUMAN	Q32MK0	Myosin light chain kinase 3	91807	ENSP00000378288	Tchem	protein kinase	CAMK group	MLCK family		Mylk3	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Cytoskeleton| Cytosol
MYLK4	MYLK4_HUMAN	Q86YV6	Myosin light chain kinase family member 4	340156	ENSP00000274643	Tchem	protein kinase	CAMK group	MLCK family		Mylk4	Inparanoid,HomoloGene,HGNC,PhylomeDB,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	11	good	Vesicles
MYO3A	MYO3A_HUMAN	Q8NEV4	Myosin-IIIa	53904	ENSP00000265944	Tchem	protein kinase	STE group	STE20 family	NinaC subfamily	Myo3a	Inparanoid,HomoloGene,HGNC,OrthoMCL,Ensembl,Treefam,NCBI,OMA,Panther,OrthoDB	10	good	actin filamentss| Cytoplasmic bodies| Plasma membrane
MYO3B	MYO3B_HUMAN	Q8WXR4	Myosin-IIIb	140469	ENSP00000386213	Tbio	protein kinase	STE group	STE20 family	NinaC subfamily	Myo3b	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,NCBI,Panther,OrthoDB	10	good	Cytoskeleton
NEK1	NEK1_HUMAN	Q96PY6	Serine/threonine-protein kinase Nek1	4750	ENSP00000424757	Tchem	protein kinase	other group	NEK family		Nek1	Inparanoid,HomoloGene,HGNC,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	10	good	Nuclear membrane| Nucleoli
NEK10	NEK10_HUMAN	Q6ZWH5	Serine/threonine-protein kinase Nek10	152110	ENSP00000343847	Tbio	protein kinase	other group	NEK family		Nek10	Inparanoid,HGNC,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	9	good	Vesicles| Nucleoplasm
NEK11	NEK11_HUMAN	Q8NG66	Serine/threonine-protein kinase Nek11	79858	ENSP00000372857	Tchem	protein kinase	other group	NEK family		Nek11	Inparanoid,HomoloGene,HGNC,OrthoMCL,Ensembl,EggNOG,NCBI,Panther,OrthoDB	9	good	Nucleoplasm
NEK2	NEK2_HUMAN	P51955	Serine/threonine-protein kinase Nek2	4751	ENSP00000355966	Tchem	protein kinase	other group	NEK family		Nek2	Inparanoid,HomoloGene,HGNC,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	11	good	Nucleus| Centrosome
NEK3	NEK3_HUMAN	P51956	Serine/threonine-protein kinase Nek3	4752	ENSP00000484443	Tchem	protein kinase	other group	NEK family		Nek3	Inparanoid,HomoloGene,HGNC,Ensembl,NCBI,OMA,Panther,OrthoDB	8	moderate	Microtubules
NEK4	NEK4_HUMAN	P51957	Serine/threonine-protein kinase Nek4	6787	ENSP00000233027	Tchem	protein kinase	other group	NEK family		Nek4	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,Panther,OrthoDB	11	good	Nucleoplasm
NEK5	NEK5_HUMAN	Q6P3R8	Serine/threonine-protein kinase Nek5	341676	ENSP00000347767	Tchem	protein kinase	other group	NEK family		Nek5	Inparanoid,HomoloGene,HGNC,PhylomeDB,Ensembl,Treefam,EggNOG,NCBI,Panther,OrthoDB	10	good	Cytosol
NEK6	NEK6_HUMAN	Q9HC98	Serine/threonine-protein kinase Nek6	10783	ENSP00000362702	Tchem	protein kinase	other group	NEK family		Nek6	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,OrthoDB	11	good	Nucleoplasm| Microtubule organizing center| Cytosol
NEK7	NEK7_HUMAN	Q8TDX7	Serine/threonine-protein kinase Nek7	140609	ENSP00000356355	Tchem	protein kinase	other group	NEK family		Nek7	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Nucleoplasm
NEK8	NEK8_HUMAN	Q86SG6	Serine/threonine-protein kinase Nek8	284086	ENSP00000268766	Tbio	protein kinase	other group	NEK family		Nek8	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,Panther,OrthoDB	11	good	Cytoskeleton
NEK9	NEK9_HUMAN	Q8TD19	Serine/threonine-protein kinase Nek9	91754	ENSP00000238616	Tchem	protein kinase	other group	NEK family		Nek9	Inparanoid,HomoloGene,HGNC,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	11	good	Mitochondria
NIM1K	NIM1_HUMAN	Q8IY84	Serine/threonine-protein kinase NIM1	167359	ENSP00000420849	Tchem	protein kinase	CAMK group	CAMKL family	NIM1 subfamily	Nim1k	Inparanoid,HomoloGene,HGNC,PhylomeDB,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	11	good	Cytosol
NLK	NLK_HUMAN	Q9UBE8	Serine/threonine-protein kinase NLK	51701	ENSP00000384625	Tchem	protein kinase	CMGC group	MAPK family	NMO subfamily	Nlk	Inparanoid,HomoloGene,HGNC,PhylomeDB,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	11	good	Nucleus| Nucleoli| Cell Junctions
NPR1	ANPRA_HUMAN	P16066	Atrial natriuretic peptide receptor 1	4881	ENSP00000357669	Tclin	protein kinase	RGC group	RGC family		Npr1	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Nucleoli| Nucleus| Plasma membrane
NPR2	ANPRB_HUMAN	P20594	Atrial natriuretic peptide receptor 2	4882	ENSP00000341083	Tbio	protein kinase	RGC group	RGC family		Npr2	Inparanoid,HomoloGene,HGNC,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	11	good	Plasma membrane
NRBP1	NRBP_HUMAN	Q9UHY1	Nuclear receptor-binding protein	29959	ENSP00000233557	Tbio	protein kinase	other group	NRBP family		Nrbp1	Inparanoid,HomoloGene,HGNC,PhylomeDB,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	11	good	Cytosol
NRBP2	NRBP2_HUMAN	Q9NSY0	Nuclear receptor-binding protein 2	340371	ENSP00000414055	Tdark	protein kinase	other group	NRBP family		Nrbp2	Inparanoid,HGNC,PhylomeDB,Ensembl,NCBI,OMA,Panther,OrthoDB	8	moderate	Cytosol
NRK	NRK_HUMAN	Q7Z2Y5	Nik-related protein kinase	203447	ENSP00000434830	Tdark	protein kinase	STE group	STE20 family		Nrk	Inparanoid,HomoloGene,HGNC,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	10	good	Nucleoplasm| Cytosol
NTRK1	NTRK1_HUMAN	P04629	High affinity nerve growth factor receptor	4914	ENSP00000431418	Tclin	protein kinase	TK group	TRK family		Ntrk1	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,NCBI,OMA,Panther,OrthoDB	11	good	Vesicles| Cytosol| Plasma membrane
NTRK2	NTRK2_HUMAN	Q16620	BDNF/NT-3 growth factors receptor	4915	ENSP00000277120	Tclin	protein kinase	TK group	TRK family		Ntrk2	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Cytosol
NTRK3	NTRK3_HUMAN	Q16288	NT-3 growth factor receptor	4916	ENSP00000354207	Tclin	protein kinase	TK group	TRK family		Ntrk3	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Nucleoli| Nuclear membrane
NUAK1	NUAK1_HUMAN	O60285	NUAK family SNF1-like kinase 1	9891	ENSP00000261402	Tchem	protein kinase	CAMK group	CAMKL family	NuaK subfamily	Nuak1	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,Panther,OrthoDB	11	good	Nucleoli (Fibrillar center)| Nucleus| Microtubules
NUAK2	NUAK2_HUMAN	Q9H093	NUAK family SNF1-like kinase 2	81788	ENSP00000356125	Tchem	protein kinase	CAMK group	CAMKL family	NuaK subfamily	Nuak2	Inparanoid,HomoloGene,HGNC,PhylomeDB,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	11	good	Nucleus| Cytosol| Nucleoli (Fibrillar center)
OBSCN	OBSCN_HUMAN	Q5VST9	Obscurin	84033	ENSP00000455507	Tbio	protein kinase	CAMK group	TRIO family		Obscn	Inparanoid,HomoloGene,HGNC,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,OrthoDB	10	good	Cytosol| Plasma membrane
OXSR1	OXSR1_HUMAN	O95747	Serine/threonine-protein kinase OSR1	9943	ENSP00000311713	Tbio	protein kinase	STE group	STE20 family	FRAY subfamily	Oxsr1	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Cytosol
PAK1	PAK1_HUMAN	Q13153	Serine/threonine-protein kinase PAK 1	5058	ENSP00000278568	Tchem	protein kinase	STE group	STE20 family	PAKA subfamily	Pak1	Inparanoid,HomoloGene,HGNC,OrthoMCL,Ensembl,Treefam,NCBI,OMA,Panther,OrthoDB	10	good	Cytosol| Plasma membrane
PAK2	PAK2_HUMAN	Q13177	Serine/threonine-protein kinase PAK 2	5062	ENSP00000314067	Tchem	protein kinase	STE group	STE20 family	PAKA subfamily	Pak2	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Nucleus| Vesicles
PAK3	PAK3_HUMAN	O75914	Serine/threonine-protein kinase PAK 3	5063	ENSP00000353864	Tchem	protein kinase	STE group	STE20 family	PAKA subfamily	Pak3	Inparanoid,HomoloGene,HGNC,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	11	good	Cytosol
PAK4	PAK4_HUMAN	O96013	Serine/threonine-protein kinase PAK 4	10298	ENSP00000469413	Tchem	protein kinase	STE group	STE20 family	PAKB subfamily	Pak4	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Cell Junctions| Plasma membrane
PAK5	PAK5_HUMAN	Q9P286	Serine/threonine-protein kinase PAK 5	57144	ENSP00000367686	Tchem	protein kinase	STE group	STE20 family	PAKB subfamily	Pak7	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Nucleoplasm
PAK6	PAK6_HUMAN	Q9NQU5	Serine/threonine-protein kinase PAK 6	106821730	ENSP00000453858	Tchem	protein kinase	STE group	STE20 family	PAKB subfamily	Pak6	Inparanoid,HomoloGene,HGNC,Ensembl,EggNOG,Panther	6	moderate	Nucleus| Nucleoli (Fibrillar center)| Cell Junctions
PAN3	PAN3_HUMAN	Q58A45	PAN2-PAN3 deadenylation complex subunit PAN3	255967	ENSP00000370345	Tdark	protein kinase	other group	PAN3 family		Pan3	Inparanoid,HomoloGene,HGNC,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	10	good	Cytoplasmic bodies| Cytosol
PASK	PASK_HUMAN	Q96RG2	PAS domain-containing serine/threonine-protein kinase	23178	ENSP00000351475	Tbio	protein kinase	CAMK group	CAMKL family	PASK subfamily	Pask	Inparanoid,HomoloGene,HGNC,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	11	good	Cytosol
PBK	TOPK_HUMAN	Q96KB5	Lymphokine-activated killer T-cell-originated protein kinase	55872	ENSP00000428489	Tchem	protein kinase	other group	TOPK family		Pbk	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Cytosol
PDGFRA	PGFRA_HUMAN	P16234	Platelet-derived growth factor receptor alpha	5156	ENSP00000257290	Tclin	protein kinase	TK group	PDGFR family		Pdgfra	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Nucleus| Cell Junctions| Plasma membrane
PDGFRB	PGFRB_HUMAN	P09619	Platelet-derived growth factor receptor beta	5159	ENSP00000261799	Tclin	protein kinase	TK group	PDGFR family		Pdgfrb	Inparanoid,HomoloGene,HGNC,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	11	good	Plasma membrane
PDIK1L	PDK1L_HUMAN	Q8N165	Serine/threonine-protein kinase PDIK1L	149420	ENSP00000363389	Tdark	protein kinase	other group	NKF4 family		Pdik1l	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Nucleoplasm
PDK1	PDK1_HUMAN	Q15118	[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 1, mitochondrial	5163	ENSP00000376352	Tchem	protein kinase	Atypical group	PDHK family		Pdk1	Inparanoid,HomoloGene,HGNC,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	11	good	Mitochondria
PDK2	PDK2_HUMAN	Q15119	[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 2, mitochondrial	5164	ENSP00000420927	Tchem	protein kinase	Atypical group	PDHK family	PDHK subfamily	Pdk2	Inparanoid,HomoloGene,HGNC,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	11	good	Mitochondria
PDK3	PDK3_HUMAN	Q15120	[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 3, mitochondrial	5165	ENSP00000387536	Tchem	protein kinase	Atypical group	PDHK family		Pdk3	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Mitochondria
PDK4	PDK4_HUMAN	Q16654	[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 4, mitochondrial	5166	ENSP00000005178	Tchem	protein kinase	Atypical group	PDHK family		Pdk4	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Mitochondria
PDPK1	PDPK1_HUMAN	O15530	3-phosphoinositide-dependent protein kinase 1	5170	ENSP00000344220	Tchem	protein kinase	AGC group	PDK1 family	PDK1 subfamily	Pdpk1	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Vesicles
PDPK2P	PDPK2_HUMAN	Q6A1A2	Putative 3-phosphoinositide-dependent protein kinase 2	653650		Tdark	protein kinase								
PEAK1	PEAK1_HUMAN	Q9H792	Inactive tyrosine-protein kinase PEAK1	79834	ENSP00000452796	Tbio	protein kinase	other group	NKF3 family		Peak1	Inparanoid,HomoloGene,HGNC,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	11	good	Cell Junctions| Cytoskeleton
PHKA1	KPB1_HUMAN	P46020	Phosphorylase b kinase regulatory subunit alpha, skeletal muscle isoform	5255	ENSP00000362643	Tbio	protein kinase				Phka1	Inparanoid,HomoloGene,HGNC,OrthoMCL,Ensembl,Treefam,NCBI,OMA,Panther,OrthoDB	10	good	Vesicles
PHKA2	KPB2_HUMAN	P46019	Phosphorylase b kinase regulatory subunit alpha, liver isoform	5256	ENSP00000369274	Tbio	protein kinase				Phka2	Inparanoid,HomoloGene,HGNC,PhylomeDB,OrthoMCL,Ensembl,Treefam,EggNOG,NCBI,OMA,Panther,OrthoDB	12	good	Nucleoplasm
